row_id,order_id,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,quantity,discount,profit,order_date,month,year,ship_date,Shipping_Days,Profit_Margin
1772,CA-2016-129686,Second Class,GG-14650,Greg Guthrie,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2,0.2,-24.496,2016-11-27,11,2016,2016-11-29,2,-25.0
1774,CA-2014-118976,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Baltimore,Maryland,21215,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,0.0,9.387,2014-04-28,5,2014,2014-05-03,5,45.0
1780,CA-2016-124667,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,59.97,3,0.0,14.9925,2016-11-11,11,2016,2016-11-16,5,25.0
1782,CA-2015-111094,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,6.58,2,0.0,3.0268,2015-07-09,7,2015,2015-07-13,4,46.0
1784,CA-2017-166317,Standard Class,JE-15610,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,219.84,4,0.0,107.7216,2017-09-22,9,2017,2017-09-26,4,49.0
1788,CA-2015-154326,Standard Class,RP-19855,Roy Phan,Corporate,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,0.0,64.7856,2015-02-15,2,2015,2015-02-19,4,48.00000000000001
1791,CA-2014-102008,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,48.94,1,0.0,24.47,2014-09-30,10,2014,2014-10-04,4,50.0
1792,CA-2014-120474,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8,0.0,673.8816,2014-12-01,12,2014,2014-12-03,2,24.0
1794,CA-2014-104773,Standard Class,TB-21175,Thomas Boland,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",60.416,2,0.2,6.0416,2014-12-08,12,2014,2014-12-13,5,10.0
1800,CA-2016-121034,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Dallas,Texas,75081,Central,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4,0.2,3.6296,2016-08-08,8,2016,2016-08-10,2,32.5
1806,US-2016-116729,First Class,GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,TEC-PH-10002200,Technology,Phones,Samsung Galaxy Note 2,2575.944,7,0.2,257.5944,2016-12-25,12,2016,2016-12-28,3,10.0
1809,CA-2016-164938,First Class,PB-19210,Phillip Breyer,Corporate,United States,Tulsa,Oklahoma,74133,Central,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0.0,0.6993,2016-02-11,2,2016,2016-02-13,2,1.0
1816,CA-2015-164833,Same Day,LL-16840,Lauren Leatherbury,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000443,Office Supplies,Labels,Avery 501,7.38,2,0.0,3.4686,2015-06-04,6,2015,2015-06-04,0,47.0
1819,US-2014-130379,Standard Class,JL-15235,Janet Lee,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,75.6,2,0.8,-166.32,2014-05-25,5,2014,2014-05-29,4,-220.00000000000003
1821,CA-2016-168956,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,60623,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,0.8,-225.5568,2016-02-16,2,2016,2016-02-20,4,-245.00000000000003
1825,CA-2016-167507,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,0.7,-25.056,2016-12-22,12,2016,2016-12-28,6,-80.0
1828,CA-2016-109344,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973,2016-02-08,2,2016,2016-02-11,3,11.249999999999998
1830,CA-2014-103373,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.796,2,0.4,-168.9558,2014-05-18,5,2014,2014-05-24,6,-21.666666666666668
1833,CA-2015-131422,Standard Class,GB-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0,3,0.2,25.875,2015-11-05,11,2015,2015-11-09,4,12.5
1837,CA-2017-122693,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,30076,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,7,0.0,361.2994,2017-02-19,2,2017,2017-02-21,2,29.000000000000004
1838,CA-2014-117345,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,3,0.2,5.9211,2014-08-01,8,2014,2014-08-05,4,33.75
1846,US-2017-158512,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.2384,2017-01-12,1,2017,2017-01-17,5,48.0
1850,CA-2015-160472,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,1,0.0,9.7328,2015-07-20,7,2015,2015-07-25,5,27.999999999999996
1856,CA-2014-114643,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52,3,0.0,4.7916,2014-06-13,6,2014,2014-06-17,4,33.0
1857,US-2017-158218,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,-15.99,2017-05-12,5,2017,2017-05-15,3,-12.5
1861,US-2017-121251,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.9764,2017-03-26,3,2017,2017-03-27,1,-11.250000000000002
1863,CA-2014-151078,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632,2014-11-12,11,2014,2014-11-12,0,10.0
1868,CA-2015-127110,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,31.104,6,0.2,10.8864,2015-06-25,7,2015,2015-07-01,6,35.0
1871,CA-2014-116932,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,2014-07-21,7,2014,2014-07-25,4,26.0
1874,CA-2017-142888,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,99207,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,0.0,20.5842,2017-11-21,11,2017,2017-11-25,4,28.999999999999996
1875,CA-2014-147914,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812,2014-06-04,6,2014,2014-06-09,5,36.25
1876,US-2016-112977,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,11561,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098,2016-03-10,3,2016,2016-03-16,6,-12.5
1877,CA-2017-112039,Standard Class,JC-15775,John Castell,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.376,3,0.2,47.0376,2017-03-25,3,2017,2017-03-29,4,10.0
1878,CA-2017-118885,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764,2017-12-29,1,2018,2018-01-02,4,-11.250000000000002
1880,US-2017-166611,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,68.742,9,0.7,-48.1194,2017-03-28,4,2017,2017-04-02,5,-70.0
1881,CA-2015-109512,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,29.34,3,0.0,14.67,2015-03-05,3,2015,2015-03-05,0,50.0
1885,CA-2017-154718,Second Class,DL-12865,Dan Lawera,Consumer,United States,Keller,Texas,76248,Central,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6.0,2,0.2,2.1,2017-01-19,1,2017,2017-01-23,4,35.0
1889,CA-2014-142587,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,2014-10-21,10,2014,2014-10-22,1,11.249999999999998
1891,CA-2014-157623,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,2014-03-14,3,2014,2014-03-18,4,44.99999999999999
1896,CA-2015-109197,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Missoula,Montana,59801,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495,2015-12-31,1,2016,2016-01-04,4,31.25
1897,CA-2017-141789,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1706,2017-10-03,10,2017,2017-10-06,3,47.0
1901,CA-2016-140543,Second Class,Co-12640,Corey-Lock,Consumer,United States,Florence,South Carolina,29501,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,2016-06-29,7,2016,2016-07-03,4,10.0
1902,CA-2016-151141,First Class,DW-13480,Dianna Wilson,Home Office,United States,Detroit,Michigan,48205,Central,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0.0,3.9906,2016-08-20,8,2016,2016-08-23,3,27.0
1907,US-2016-150567,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648,2016-05-17,5,2016,2016-05-21,4,-73.33333333333334
1911,CA-2016-105963,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0.0,40.7499,2016-11-15,11,2016,2016-11-22,7,41.0
1914,CA-2014-103366,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.978,2014-01-15,1,2014,2014-01-17,2,44.0
1918,CA-2015-105634,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5,0.0,3.3785,2015-11-08,11,2015,2015-11-14,6,28.999999999999996
1919,CA-2015-123673,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0.0,74.975,2015-10-30,11,2015,2015-11-01,2,25.0
1920,US-2017-111423,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,2017-08-17,8,2017,2017-08-19,2,33.75
1923,CA-2016-156685,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,2016-07-08,7,2016,2016-07-10,2,12.5
1926,CA-2017-102834,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0.0,69.993,2017-03-09,3,2017,2017-03-13,4,35.0
1927,US-2016-139710,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,90045,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,2016-06-09,6,2016,2016-06-15,6,11.25
1929,US-2017-101539,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,98105,West,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,0.0,3.1104,2017-03-16,3,2017,2017-03-18,2,47.99999999999999
1933,CA-2017-161200,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,70506,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0.0,23.3184,2017-08-06,8,2017,2017-08-10,4,16.0
1942,CA-2017-144064,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,62301,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76,2017-08-29,9,2017,2017-09-01,3,37.50000000000001
1971,CA-2017-140242,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,60623,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.2,0.6408,2017-05-06,5,2017,2017-05-11,5,10.0
1973,CA-2014-148950,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,0.8,-8.6768,2014-12-14,12,2014,2014-12-19,5,-170.0
1976,CA-2014-110408,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",275.97,3,0.0,11.0388,2014-10-18,10,2014,2014-10-20,2,3.9999999999999996
1982,CA-2015-119592,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Columbus,Georgia,31907,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,3.76,2,0.0,1.8048,2015-12-14,12,2015,2015-12-16,2,48.00000000000001
1983,CA-2014-122749,Standard Class,NG-18430,Nathan Gelder,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,0.0,134.3888,2014-12-03,12,2014,2014-12-09,6,28.000000000000004
1984,CA-2014-164721,Second Class,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,320.88,6,0.0,93.0552,2014-11-25,11,2014,2014-11-27,2,28.999999999999996
1992,CA-2017-111374,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4,0.7,-3.7996,2017-02-24,2,2017,2017-02-28,4,-76.66666666666666
1993,CA-2017-133648,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,97477,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,0.2,26.64,2017-06-25,7,2017,2017-07-02,7,37.5
1998,CA-2014-131905,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,15.0,4,0.0,7.2,2014-02-06,2,2014,2014-02-09,3,48.00000000000001
2001,CA-2017-166128,Standard Class,LW-17215,Luke Weiss,Consumer,United States,Pasadena,California,91104,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0.0,21.9945,2017-04-11,4,2017,2017-04-18,7,11.0
2008,CA-2017-165386,First Class,CM-12190,Charlotte Melton,Consumer,United States,Chicago,Illinois,60623,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,0.3,-36.6744,2017-08-03,8,2017,2017-08-04,1,-20.0
2009,CA-2014-116407,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Johnson City,Tennessee,37604,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,3,0.2,0.4752,2014-11-15,11,2014,2014-11-21,6,11.25
2025,US-2017-111241,Second Class,GM-14500,Gene McClure,Consumer,United States,Fresno,California,93727,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,77.714,2017-08-20,8,2017,2017-08-22,2,32.5
2026,CA-2015-114237,First Class,MC-17275,Marc Crier,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,2015-03-13,3,2015,2015-03-15,2,28.000000000000004
2029,CA-2015-117961,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",14.73,3,0.0,6.9231,2015-11-26,11,2015,2015-11-30,4,47.0
2037,CA-2015-119214,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,59715,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",29.04,3,0.0,13.9392,2015-01-23,1,2015,2015-01-27,4,48.0
2039,CA-2015-122287,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,11.952,3,0.2,4.3326,2015-06-18,6,2015,2015-06-23,5,36.25000000000001
2043,CA-2015-104493,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,92105,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,57.504,6,0.2,20.1264,2015-10-02,10,2015,2015-10-08,6,35.0
2045,CA-2014-129168,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,77095,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,15.552,3,0.2,5.4432,2014-08-17,8,2014,2014-08-23,6,35.0
2049,CA-2015-142237,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7,0.2,36.225,2015-07-11,7,2015,2015-07-13,2,12.5
2060,CA-2014-106439,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,90049,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,11.34,3,0.0,5.2164,2014-10-31,11,2014,2014-11-04,4,46.0
2069,CA-2015-133452,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,91767,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,199.96,4,0.0,69.986,2015-04-13,4,2015,2015-04-19,6,35.0
2071,CA-2016-146521,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1.941,1,0.7,-1.294,2016-07-21,7,2016,2016-07-23,2,-66.66666666666666
2074,CA-2017-122504,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,94513,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,59.97,3,0.0,13.7931,2017-11-07,11,2017,2017-11-12,5,23.0
2083,CA-2017-104647,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90008,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11",37.44,6,0.0,16.848,2017-02-23,3,2017,2017-03-01,6,45.0
2085,CA-2016-140501,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,10009,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12,4,0.0,56.1752,2016-06-23,6,2016,2016-06-28,5,46.0
2090,CA-2015-139290,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,5.76,2,0.0,2.6496,2015-10-26,10,2015,2015-10-30,4,46.0
2091,CA-2017-166142,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,26.55,3,0.0,13.0095,2017-07-15,7,2017,2017-07-19,4,48.99999999999999
2093,CA-2014-145926,Standard Class,MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,56560,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,479.9,5,0.0,81.583,2014-11-17,11,2014,2014-11-21,4,17.0
2095,US-2015-164357,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,13.12,5,0.2,1.476,2015-11-25,11,2015,2015-11-29,4,11.25
2096,US-2016-146570,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,0.0,240.5648,2016-05-15,5,2016,2016-05-20,5,47.0
2103,CA-2014-123295,Same Day,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,85705,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,259.136,4,0.2,-25.9136,2014-07-18,7,2014,2014-07-18,0,-10.0
2104,CA-2017-167101,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10009,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,221.92,4,0.0,106.5216,2017-03-24,3,2017,2017-03-28,4,48.00000000000001
2119,CA-2017-155460,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376,2017-04-13,4,2017,2017-04-15,2,44.99999999999999
2127,CA-2014-126032,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376,3,0.2,1.0797,2014-06-23,6,2014,2014-06-28,5,1.25
2130,US-2014-114188,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28,4,0.0,9.3184,2014-05-20,5,2014,2014-05-22,2,28.000000000000004
2134,CA-2015-122210,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,152.991,3,0.7,-122.3928,2015-11-30,12,2015,2015-12-04,4,-80.0
2139,US-2017-157896,Same Day,CB-12415,Christy Brittain,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,3,0.0,73.41,2017-11-16,11,2017,2017-11-16,0,50.0
2146,US-2016-152051,Standard Class,TS-21160,Theresa Swint,Corporate,United States,York,Pennsylvania,17403,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058,3,0.3,-18.0882,2016-06-25,6,2016,2016-06-29,4,-4.285714285714286
2161,CA-2016-141019,Same Day,LH-17155,Logan Haushalter,Consumer,United States,Cincinnati,Ohio,45231,East,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384,1,0.2,29.769,2016-05-14,5,2016,2016-05-14,0,37.5
2162,CA-2016-101938,Standard Class,DW-13480,Dianna Wilson,Home Office,United States,Oakland,California,94601,West,OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,0.0,10.0282,2016-01-07,1,2016,2016-01-12,5,29.000000000000004
2163,CA-2017-166296,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Manteca,California,95336,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,0.0,150.984,2017-03-13,3,2017,2017-03-19,6,48.00000000000001
2169,CA-2017-117870,Second Class,JH-15820,John Huston,Consumer,United States,Kent,Ohio,44240,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,14.016,3,0.2,1.752,2017-01-27,1,2017,2017-01-30,3,12.5
2174,CA-2016-112025,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Houston,Texas,77070,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,3,0.8,-13.896,2016-07-30,8,2016,2016-08-04,5,-150.00000000000003
2176,CA-2016-125738,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,Salt Lake City,Utah,84106,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,2,0.0,21.0128,2016-10-15,10,2016,2016-10-21,6,46.0
